DATE,RELACBW027SBOG
2016-01-27,3900.0568
2016-02-03,3903.1548
2016-02-10,3908.6293
2016-02-17,3916.8986
2016-02-24,3921.3788
2016-03-02,3931.7234
2016-03-09,3936.6202
2016-03-16,3941.2809
2016-03-23,3945.7192
2016-03-30,3950.9914
2016-04-06,3951.0819
2016-04-13,3953.1628
2016-04-20,3961.6539
2016-04-27,3968.095
2016-05-04,3974.0314
2016-05-11,3982.6968
2016-05-18,3986.0561
2016-05-25,3991.697
2016-06-01,3994.3292
2016-06-08,3999.1146
2016-06-15,4004.7039
2016-06-22,4010.1227
2016-06-29,4020.5304
2016-07-06,4022.4874
2016-07-13,4033.9779
2016-07-20,4028.5046
2016-07-27,4034.9502
2016-08-03,4040.1376
2016-08-10,4046.2249
2016-08-17,4051.3697
2016-08-24,4058.4291
2016-08-31,4069.4423
2016-09-07,4068.4234
2016-09-14,4069.5831
2016-09-21,4075.0011
2016-09-28,4081.0827
2016-10-05,4088.674
2016-10-12,4097.6524
2016-10-19,4095.7281
2016-10-26,4098.1036
2016-11-02,4105.3558
2016-11-09,4109.7134
2016-11-16,4109.3861
2016-11-23,4108.5529
2016-11-30,4110.8631
2016-12-07,4112.0507
2016-12-14,4108.6124
2016-12-21,4113.9008
2016-12-28,4119.9202
2017-01-04,4125.1976
2017-01-11,4134.2558
2017-01-18,4132.1471
2017-01-25,4134.4471
2017-02-01,4138.999
2017-02-08,4140.5059
2017-02-15,4142.8375
2017-02-22,4144.018
2017-03-01,4144.4123
2017-03-08,4147.1027
2017-03-15,4149.9254
2017-03-22,4152.5283
2017-03-29,4154.8304
2017-04-05,4158.7999
2017-04-12,4159.5296
2017-04-19,4172.6223
2017-04-26,4173.569
2017-05-03,4176.5386
2017-05-10,4180.7601
2017-05-17,4182.5593
2017-05-24,4188.3639
2017-05-31,4188.2905
2017-06-07,4191.6581
2017-06-14,4189.4764
2017-06-21,4196.5484
2017-06-28,4204.2472
2017-07-05,4204.4396
2017-07-12,4212.3228
2017-07-19,4216.3612
2017-07-26,4217.4649
2017-08-02,4218.4289
2017-08-09,4223.015
2017-08-16,4221.6393
2017-08-23,4227.1882
2017-08-30,4228.8153
2017-09-06,4229.3374
2017-09-13,4217.6842
2017-09-20,4235.5684
2017-09-27,4233.2229
2017-10-04,4242.6117
2017-10-11,4249.4521
2017-10-18,4253.7732
2017-10-25,4257.423
2017-11-01,4259.1326
2017-11-08,4264.162
2017-11-15,4267.6249
2017-11-22,4274.3063
2017-11-29,4279.0802
2017-12-06,4281.5365
2017-12-13,4277.4999
2017-12-20,4285.8595
2017-12-27,4289.7195
2018-01-03,4289.1123
2018-01-10,4294.3095
2018-01-17,4300.5175
2018-01-24,4307.5744
2018-01-31,4308.5263
2018-02-07,4311.7128
2018-02-14,4311.8651
2018-02-21,4316.1087
2018-02-28,4320.8879
2018-03-07,4319.9589
2018-03-14,4319.1573
2018-03-21,4327.1725
2018-03-28,4331.9075
2018-04-04,4331.5069
2018-04-11,4339.0146
2018-04-18,4339.5497
2018-04-25,4340.8328
2018-05-02,4344.8102
2018-05-09,4346.2087
2018-05-16,4331.2414
2018-05-23,4333.8308
2018-05-30,4338.2473
2018-06-06,4343.3845
2018-06-13,4343.2821
2018-06-20,4354.4435
2018-06-27,4362.3359
2018-07-04,4357.0863
2018-07-11,4358.3076
2018-07-18,4362.2294
2018-07-25,4368.2794
2018-08-01,4361.5323
2018-08-08,4358.8858
2018-08-15,4357.8984
2018-08-22,4367.649
2018-08-29,4372.7301
2018-09-05,4375.4695
2018-09-12,4383.9059
2018-09-19,4386.4582
2018-09-26,4384.8121
2018-10-03,4389.4435
2018-10-10,4389.6904
2018-10-17,4393.3747
2018-10-24,4396.52
2018-10-31,4398.2366
2018-11-07,4397.8738
2018-11-14,4400.3463
2018-11-21,4400.552
2018-11-28,4400.1556
2018-12-05,4398.101
2018-12-12,4408.8806
2018-12-19,4410.3612
2018-12-26,4405.7635
2019-01-02,4417.732
2019-01-09,4417.3418
2019-01-16,4423.4361
2019-01-23,4429.444
2019-01-30,4427.5859
2019-02-06,4428.5738
2019-02-13,4429.6056
2019-02-20,4443.1593
2019-02-27,4443.8331
2019-03-06,4443.7366
2019-03-13,4444.3664
2019-03-20,4456.7849
2019-03-27,4449.1566
2019-04-03,4457.2499
2019-04-10,4451.9165
2019-04-17,4464.0388
2019-04-24,4470.2956
2019-05-01,4481.8249
2019-05-08,4481.61
2019-05-15,4484.1386
2019-05-22,4491.4015
2019-05-29,4490.6039
2019-06-05,4494.4478
2019-06-12,4499.2639
2019-06-19,4502.3706
2019-06-26,4496.453
2019-07-03,4499.1767
2019-07-10,4499.4928
2019-07-17,4503.2107
2019-07-24,4508.3316
2019-07-31,4515.0888
2019-08-07,4512.3757
2019-08-14,4510.5726
2019-08-21,4522.9608
2019-08-28,4511.229
2019-09-04,4516.9216
2019-09-11,4524.8639
2019-09-18,4526.3205
2019-09-25,4534.2264
2019-10-02,4533.0752
2019-10-09,4536.2466
2019-10-16,4544.3948
2019-10-23,4550.2031
2019-10-30,4555.9108
2019-11-06,4562.6714
2019-11-13,4560.9915
2019-11-20,4571.744
2019-11-27,4588.1662
2019-12-04,4589.6419
2019-12-11,4615.7183
2019-12-18,4602.5803
2019-12-25,4606.3325
2020-01-01,4615.1376
2020-01-08,4616.5259
2020-01-15,4615.5384
2020-01-22,4622.8954
2020-01-29,4629.4236
2020-02-05,4633.7104
2020-02-12,4627.8062
2020-02-19,4637.5594
2020-02-26,4639.444
2020-03-04,4644.8729
2020-03-11,4652.4792
2020-03-18,4657.7676
2020-03-25,4669.2954
2020-04-01,4674.4523
2020-04-08,4683.6729
2020-04-15,4684.3994
2020-04-22,4682.7666
2020-04-29,4683.6402
2020-05-06,4678.7625
2020-05-13,4679.8553
2020-05-20,4680.8214
2020-05-27,4676.1648
2020-06-03,4673.94
2020-06-10,4670.3259
2020-06-17,4671.2716
2020-06-24,4671.5295
2020-07-01,4679.631
2020-07-08,4690.9546
2020-07-15,4687.4018
2020-07-22,4686.5142
2020-07-29,4682.8234
2020-08-05,4683.4718
2020-08-12,4691.4074
2020-08-19,4679.9232
2020-08-26,4680.8793
2020-09-02,4671.6499
2020-09-09,4673.8659
2020-09-16,4676.8898
2020-09-23,4676.3768
2020-09-30,4680.1314
2020-10-07,4678.141
2020-10-14,4664.6678
2020-10-21,4667.2773
2020-10-28,4659.5601
2020-11-04,4660.5824
2020-11-11,4664.7641
2020-11-18,4651.4834
2020-11-25,4642.2575
2020-12-02,4636.8414
2020-12-09,4635.6846
2020-12-16,4637.3997
2020-12-23,4640.6845
2020-12-30,4641.0235
2021-01-06,4656.7961
2021-01-13,4667.1866
2021-01-20,4659.118
2021-01-27,4656.8846
2021-02-03,4655.8732
2021-02-10,4662.0775
2021-02-17,4648.3266
2021-02-24,4645.7817
2021-03-03,4648.9586
2021-03-10,4650.8043
2021-03-17,4640.8288
2021-03-24,4643.9338
2021-03-31,4645.7938
2021-04-07,4653.9104
2021-04-14,4650.4772
2021-04-21,4640.7141
2021-04-28,4641.0536
2021-05-05,4640.5299
2021-05-12,4647.2007
2021-05-19,4640.7395
2021-05-26,4637.9093
2021-06-02,4636.4459
2021-06-09,4648.9849
2021-06-16,4651.5663
2021-06-23,4655.1889
2021-06-30,4655.4884
2021-07-07,4654.4913
2021-07-14,4654.9591
2021-07-21,4664.1142
2021-07-28,4675.2238
2021-08-04,4679.6772
2021-08-11,4687.6725
2021-08-18,4689.0085
2021-08-25,4696.4755
2021-09-01,4699.5025
2021-09-08,4702.9068
2021-09-15,4704.8789
2021-09-22,4710.7674
2021-09-29,4713.2615
2021-10-06,4716.3397
2021-10-13,4727.3396
2021-10-20,4730.8564
2021-10-27,4733.9481
2021-11-03,4743.939
2021-11-10,4742.8082
2021-11-17,4764.4952
2021-11-24,4768.8778
2021-12-01,4771.7807
2021-12-08,4776.3373
2021-12-15,4783.055
2021-12-22,4787.3869
2021-12-29,4801.1218
2022-01-05,4799.7005
2022-01-12,4812.6539
2022-01-19,4811.4217
2022-01-26,4821.1782
2022-02-02,4823.7059
2022-02-09,4836.4705
2022-02-16,4839.4746
2022-02-23,4845.6693
2022-03-02,4854.5011
2022-03-09,4865.0646
2022-03-16,4867.2216
2022-03-23,4881.4963
2022-03-30,4896.2622
2022-04-06,4908.5753
2022-04-13,4920.4611
2022-04-20,4938.8777
2022-04-27,4944.7442
2022-05-04,4957.1532
2022-05-11,4969.6083
2022-05-18,4980.507
2022-05-25,4990.5609
2022-06-01,5000.8947
2022-06-08,5016.7508
2022-06-15,5024.5004
2022-06-22,5034.0678
2022-06-29,5044.1273
2022-07-06,5048.6801
2022-07-13,5063.3511
2022-07-20,5081.5487
2022-07-27,5087.3304
2022-08-03,5097.6927
2022-08-10,5109.5226
2022-08-17,5122.2637
2022-08-24,5133.2558
2022-08-31,5146.4916
2022-09-07,5149.5543
2022-09-14,5160.4005
2022-09-21,5173.0251
2022-09-28,5178.6123
2022-10-05,5187.2632
2022-10-12,5196.4538
2022-10-19,5208.2605
2022-10-26,5217.9795
2022-11-02,5226.3137
2022-11-09,5232.6869
2022-11-16,5245.7569
2022-11-23,5255.047
2022-11-30,5266.3187
2022-12-07,5323.4157
2022-12-14,5335.8278
2022-12-21,5350.589
2022-12-28,5353.9344
2023-01-04,5353.9514
2023-01-11,5354.0892
2023-01-18,5371.5988
2023-01-25,5381.5291
2023-02-01,5385.7531
2023-02-08,5388.8842
2023-02-15,5406.2173
2023-02-22,5417.974
2023-03-01,5422.3347
2023-03-08,5424.3283
2023-03-15,5440.891
2023-03-22,5411.7124
2023-03-29,5401.8164
2023-04-05,5410.0773
2023-04-12,5416.9126
2023-04-19,5430.9781
2023-04-26,5441.1564
2023-05-03,5444.582
2023-05-10,5445.099
2023-05-17,5456.3736
2023-05-24,5460.4559
2023-05-31,5462.8059
2023-06-07,5440.3716
2023-06-14,5441.3401
2023-06-21,5445.7326
